,Vgs,Vds,Ids,length,finger,width,Ids_coarse,alpha
83,1.1,3.4,508.0,25.0,2.0,25.0,520.838,0.9753512608527029
84,1.1,3.5,507.56,25.0,2.0,25.0,520.714,0.974738532092473
85,1.1,3.6,507.24,25.0,2.0,25.0,520.573,0.9743878380169545
86,1.1,3.7,506.96,25.0,2.0,25.0,520.415,0.9741456337730465
87,1.1,3.8,506.76,25.0,2.0,25.0,520.238,0.9740926268361787
88,1.1,3.9,506.72,25.0,2.0,25.0,520.044,0.9743790909999924
89,1.1,4.0,506.76,25.0,2.0,25.0,519.832,0.9748534141799658
90,1.1,4.1,507.0,25.0,2.0,25.0,519.602,0.9757468216057675
91,1.1,4.2,507.48,25.0,2.0,25.0,519.354,0.9771369817118959
92,1.1,4.3,508.16,25.0,2.0,25.0,519.088,0.9789476928767378
93,1.1,4.4,509.24,25.0,2.0,25.0,518.805,0.9815634005069344
94,1.1,4.5,510.56,25.0,2.0,25.0,518.504,0.9846789995834169
95,1.1,4.6,512.2,25.0,2.0,25.0,518.186,0.9884481634007866
96,1.1,4.7,514.32,25.0,2.0,25.0,517.85,0.9931833542531622
97,1.1,4.8,516.84,25.0,2.0,25.0,517.497,0.9987304274227679
98,1.1,4.9,519.76,25.0,2.0,25.0,517.127,1.0050915925875077
99,1.1,5.0,523.08,25.0,2.0,25.0,516.74,1.0122692263033635
100,1.0,0.1,111.308,25.0,2.0,25.0,114.783,0.9697254819964629
101,1.0,0.2,225.184,25.0,2.0,25.0,227.063,0.991724763611861
102,1.0,0.3,316.72,25.0,2.0,25.0,319.645,0.990849223357162
103,1.0,0.4,383.96,25.0,2.0,25.0,386.026,0.9946480288892457
104,1.0,0.5,425.08,25.0,2.0,25.0,425.175,0.9997765625918739
105,1.0,0.6,444.36,25.0,2.0,25.0,444.135,1.0005066027221454
106,1.0,0.7,451.36,25.0,2.0,25.0,452.343,0.9978268703174361
107,1.0,0.8,453.68,25.0,2.0,25.0,455.98,0.9949559191192596
108,1.0,0.9,454.76,25.0,2.0,25.0,457.874,0.9931990023456234
109,1.0,1.0,455.56,25.0,2.0,25.0,459.126,0.9922330689179006
110,1.0,1.1,456.16,25.0,2.0,25.0,460.133,0.9913655399634455
111,1.0,1.2,456.56,25.0,2.0,25.0,461.043,0.9902763950434125
112,1.0,1.3,456.88,25.0,2.0,25.0,461.904,0.9891232810280924
113,1.0,1.4,457.04,25.0,2.0,25.0,462.734,0.987694874377072
114,1.0,1.5,457.16,25.0,2.0,25.0,463.537,0.9862427379044176
115,1.0,1.6,457.28,25.0,2.0,25.0,464.317,0.9848444058692659
116,1.0,1.7,457.28,25.0,2.0,25.0,465.074,0.9832413766411366
117,1.0,1.8,457.32,25.0,2.0,25.0,465.809,0.9817757922238514
118,1.0,1.9,457.32,25.0,2.0,25.0,466.521,0.9802774151645907
119,1.0,2.0,457.28,25.0,2.0,25.0,467.21,0.978746174097301
120,1.0,2.1,457.24,25.0,2.0,25.0,467.877,0.9772653924001393
121,1.0,2.2,457.2,25.0,2.0,25.0,468.521,0.975836728769895
122,1.0,2.3,457.2,25.0,2.0,25.0,469.143,0.9745429431964242
123,1.0,2.4,457.16,25.0,2.0,25.0,469.742,0.9732150840248477
124,1.0,2.5,457.16,25.0,2.0,25.0,470.319,0.9720211175818966
125,1.0,2.6,457.24,25.0,2.0,25.0,470.874,0.9710453327217047
126,1.0,2.7,457.28,25.0,2.0,25.0,471.406,0.9700343228554579
127,1.0,2.8,457.36,25.0,2.0,25.0,471.916,0.9691555276786548
128,1.0,2.9,457.52,25.0,2.0,25.0,472.403,0.9684951196330251
129,1.0,3.0,457.64,25.0,2.0,25.0,472.869,0.9677944631599872
130,1.0,3.1,457.76,25.0,2.0,25.0,473.312,0.9671421810560475
131,1.0,3.2,457.96,25.0,2.0,25.0,473.733,0.9667048738424386
132,1.0,3.3,458.2,25.0,2.0,25.0,474.133,0.9663955050587072
133,1.0,3.4,458.44,25.0,2.0,25.0,474.511,0.9661314490075045
134,1.0,3.5,458.72,25.0,2.0,25.0,474.867,0.9659967948920435
135,1.0,3.6,459.12,25.0,2.0,25.0,475.201,0.9661595829975105
136,1.0,3.7,459.56,25.0,2.0,25.0,475.514,0.9664489373604142
137,1.0,3.8,460.16,25.0,2.0,25.0,475.806,0.967116850144807
138,1.0,3.9,460.84,25.0,2.0,25.0,476.076,0.9679967064082204
139,1.0,4.0,461.72,25.0,2.0,25.0,476.325,0.9693381619692437
140,1.0,4.1,462.76,25.0,2.0,25.0,476.554,0.971054696844429
141,1.0,4.2,463.92,25.0,2.0,25.0,476.761,0.973066169422415
142,1.0,4.3,465.24,25.0,2.0,25.0,476.948,0.9754522505598096
143,1.0,4.4,466.72,25.0,2.0,25.0,477.114,0.978214850119678
144,1.0,4.5,468.36,25.0,2.0,25.0,477.26,0.9813518836692788
145,1.0,4.6,470.12,25.0,2.0,25.0,477.386,0.9847796123053462
146,1.0,4.7,472.12,25.0,2.0,25.0,477.491,0.9887516204493907
147,1.0,4.8,474.32,25.0,2.0,25.0,477.577,0.993180157335885
148,1.0,4.9,476.68,25.0,2.0,25.0,477.643,0.9979838498627637
149,1.0,5.0,479.36,25.0,2.0,25.0,477.689,1.0034980918547423
150,0.9,0.1,113.58,25.0,2.0,25.0,110.933,1.0238612495830817
151,0.9,0.2,214.048,25.0,2.0,25.0,208.815,1.0250604602159807
152,0.9,0.3,289.6,25.0,2.0,25.0,284.675,1.0173004303152717
153,0.9,0.4,337.36,25.0,2.0,25.0,333.98,1.0101203664890113
154,0.9,0.5,361.08,25.0,2.0,25.0,360.08,1.002777160630971
155,0.9,0.6,370.16,25.0,2.0,25.0,371.969,0.9951366914984852
156,0.9,0.7,373.4,25.0,2.0,25.0,377.284,0.9897053678396115
157,0.9,0.8,374.92,25.0,2.0,25.0,379.999,0.9866341753530931
158,0.9,0.9,376.16,25.0,2.0,25.0,381.748,0.9853620713140607
159,0.9,1.0,377.16,25.0,2.0,25.0,383.136,0.9844024054121774
160,0.9,1.1,377.92,25.0,2.0,25.0,384.39,0.9831681365280055
161,0.9,1.2,378.56,25.0,2.0,25.0,385.582,0.9817885689684684
162,0.9,1.3,379.16,25.0,2.0,25.0,386.74,0.9804002689145163
163,0.9,1.4,379.68,25.0,2.0,25.0,387.874,0.9788745829831337
164,0.9,1.5,380.16,25.0,2.0,25.0,388.987,0.977307724936823
165,0.9,1.6,380.6,25.0,2.0,25.0,390.081,0.9756947915945663
166,0.9,1.7,381.04,25.0,2.0,25.0,391.155,0.9741406859173475
167,0.9,1.8,381.52,25.0,2.0,25.0,392.21,0.9727441931618266
168,0.9,1.9,382.0,25.0,2.0,25.0,393.247,0.9713996546699657
169,0.9,2.0,382.56,25.0,2.0,25.0,394.264,0.9703143071647424
170,0.9,2.1,383.16,25.0,2.0,25.0,395.262,0.9693823337431882
171,0.9,2.2,383.8,25.0,2.0,25.0,396.241,0.9686024414434651
172,0.9,2.3,384.48,25.0,2.0,25.0,397.202,0.9679709568431176
173,0.9,2.4,385.12,25.0,2.0,25.0,398.144,0.9672882173284038
174,0.9,2.5,385.76,25.0,2.0,25.0,399.067,0.9666547221393901
175,0.9,2.6,386.4,25.0,2.0,25.0,399.971,0.9660700400779055
176,0.9,2.7,387.0,25.0,2.0,25.0,400.857,0.965431562876537
177,0.9,2.8,387.64,25.0,2.0,25.0,401.723,0.9649435058485573
178,0.9,2.9,388.24,25.0,2.0,25.0,402.572,0.9643989149766998
179,0.9,3.0,388.84,25.0,2.0,25.0,403.401,0.9639044028150648
180,0.9,3.1,389.44,25.0,2.0,25.0,404.213,0.9634524372051368
181,0.9,3.2,390.12,25.0,2.0,25.0,405.005,0.9632473673164529
182,0.9,3.3,390.84,25.0,2.0,25.0,405.779,0.9631843934752661
183,0.9,3.4,391.6,25.0,2.0,25.0,406.535,0.9632626957088566
184,0.9,3.5,392.48,25.0,2.0,25.0,407.273,0.9636779261085316
185,0.9,3.6,393.44,25.0,2.0,25.0,407.992,0.9643326339732151
186,0.9,3.7,394.56,25.0,2.0,25.0,408.694,0.965416668705682
187,0.9,3.8,395.72,25.0,2.0,25.0,409.377,0.9666395522953171
188,0.9,3.9,396.96,25.0,2.0,25.0,410.042,0.968095951146468
189,0.9,4.0,398.28,25.0,2.0,25.0,410.688,0.969787283777466
190,0.9,4.1,399.6,25.0,2.0,25.0,411.317,0.9715134555586081
191,0.9,4.2,401.0,25.0,2.0,25.0,411.929,0.973468728834338
192,0.9,4.3,402.4,25.0,2.0,25.0,412.522,0.9754631268150546
193,0.9,4.4,403.92,25.0,2.0,25.0,413.097,0.9777848786120452
194,0.9,4.5,405.48,25.0,2.0,25.0,413.655,0.9802371541501977
195,0.9,4.6,407.16,25.0,2.0,25.0,414.196,0.9830128731325266
196,0.9,4.7,408.84,25.0,2.0,25.0,414.718,0.985826513438047
197,0.9,4.8,410.64,25.0,2.0,25.0,415.224,0.9889601757123866
198,0.9,4.9,412.56,25.0,2.0,25.0,415.712,0.9924178277268879
199,0.9,5.0,414.56,25.0,2.0,25.0,416.182,0.9961026666218145
200,0.8,0.1,105.024,25.0,2.0,25.0,97.956,1.0721548450324636
201,0.8,0.2,189.74,25.0,2.0,25.0,178.62,1.0622550666218789
202,0.8,0.3,243.88,25.0,2.0,25.0,235.356,1.0362174748041266
203,0.8,0.4,271.08,25.0,2.0,25.0,267.982,1.0115604779425482
204,0.8,0.5,282.2,25.0,2.0,25.0,283.646,0.9949020962749342
205,0.8,0.6,286.4,25.0,2.0,25.0,290.664,0.9853301406434921
206,0.8,0.7,288.64,25.0,2.0,25.0,294.094,0.9814549089746816
207,0.8,0.8,290.28,25.0,2.0,25.0,296.169,0.980116082371889
208,0.8,0.9,291.64,25.0,2.0,25.0,297.746,0.9794925876418156
209,0.8,1.0,292.76,25.0,2.0,25.0,299.142,0.9786656504268876
210,0.8,1.1,293.68,25.0,2.0,25.0,300.466,0.9774150819061058
211,0.8,1.2,294.56,25.0,2.0,25.0,301.756,0.9761529182518327
212,0.8,1.3,295.32,25.0,2.0,25.0,303.027,0.9745666227761883
213,0.8,1.4,296.08,25.0,2.0,25.0,304.282,0.9730447413912094
214,0.8,1.5,296.76,25.0,2.0,25.0,305.525,0.9713116766222077
215,0.8,1.6,297.52,25.0,2.0,25.0,306.754,0.969897703045437
216,0.8,1.7,298.36,25.0,2.0,25.0,307.972,0.9687893704622499
217,0.8,1.8,299.32,25.0,2.0,25.0,309.177,0.9681185857938979
218,0.8,1.9,300.32,25.0,2.0,25.0,310.369,0.9676224107433409
219,0.8,2.0,301.4,25.0,2.0,25.0,311.549,0.9674240649143473
220,0.8,2.1,302.52,25.0,2.0,25.0,312.717,0.9673922428265812
221,0.8,2.2,303.6,25.0,2.0,25.0,313.872,0.9672732833766631
222,0.8,2.3,304.64,25.0,2.0,25.0,315.014,0.9670681303053197
223,0.8,2.4,305.6,25.0,2.0,25.0,316.144,0.966648109722152
224,0.8,2.5,306.56,25.0,2.0,25.0,317.261,0.9662706730420694
225,0.8,2.6,307.48,25.0,2.0,25.0,318.366,0.9658066502076228
226,0.8,2.7,308.4,25.0,2.0,25.0,319.458,0.9653851210487762
227,0.8,2.8,309.28,25.0,2.0,25.0,320.537,0.9648808093917395
228,0.8,2.9,310.2,25.0,2.0,25.0,321.604,0.9645402420367906
229,0.8,3.0,311.08,25.0,2.0,25.0,322.658,0.9641168047902112
230,0.8,3.1,312.04,25.0,2.0,25.0,323.699,0.9639819709050692
231,0.8,3.2,313.0,25.0,2.0,25.0,324.727,0.9638865878106841
232,0.8,3.3,314.04,25.0,2.0,25.0,325.743,0.964072904099244
233,0.8,3.4,315.16,25.0,2.0,25.0,326.746,0.9645412644684251
234,0.8,3.5,316.28,25.0,2.0,25.0,327.735,0.9650479808381771
235,0.8,3.6,317.48,25.0,2.0,25.0,328.713,0.9658273326579722
236,0.8,3.7,318.76,25.0,2.0,25.0,329.677,0.9668857700112533
237,0.8,3.8,320.0,25.0,2.0,25.0,330.628,0.9678551120897202
238,0.8,3.9,321.32,25.0,2.0,25.0,331.566,0.9690981584360279
239,0.8,4.0,322.64,25.0,2.0,25.0,332.492,0.9703692118908123
240,0.8,4.1,324.0,25.0,2.0,25.0,333.404,0.9717939796763087
241,0.8,4.2,325.32,25.0,2.0,25.0,334.304,0.9731262563415335
242,0.8,4.3,326.72,25.0,2.0,25.0,335.191,0.9747278417379943
243,0.8,4.4,328.08,25.0,2.0,25.0,336.064,0.976242620453247
244,0.8,4.5,329.52,25.0,2.0,25.0,336.925,0.9780218149439786
245,0.8,4.6,330.92,25.0,2.0,25.0,337.773,0.9797112261785281
246,0.8,4.7,332.48,25.0,2.0,25.0,338.608,0.9819023767896802
247,0.8,4.8,333.96,25.0,2.0,25.0,339.429,0.9838876466065068
248,0.8,4.9,335.52,25.0,2.0,25.0,340.238,0.9861332361464621
249,0.8,5.0,337.12,25.0,2.0,25.0,341.034,0.9885231384554033
250,0.7,0.1,90.188,25.0,2.0,25.0,78.66,1.1465547927790491
251,0.7,0.2,151.896,25.0,2.0,25.0,138.313,1.0982047963676589
252,0.7,0.3,181.692,25.0,2.0,25.0,175.384,1.03596679286594
253,0.7,0.4,193.532,25.0,2.0,25.0,194.216,0.996478148041356
254,0.7,0.5,198.332,25.0,2.0,25.0,202.759,0.9781661973081344
255,0.7,0.6,200.96,25.0,2.0,25.0,206.786,0.971825945663633
256,0.7,0.7,203.02,25.0,2.0,25.0,209.07,0.9710623236236668
257,0.7,0.8,204.784,25.0,2.0,25.0,210.712,0.9718668134705191
258,0.7,0.9,206.304,25.0,2.0,25.0,212.127,0.9725494632932158
259,0.7,1.0,207.564,25.0,2.0,25.0,213.456,0.9723971216550483
260,0.7,1.1,208.604,25.0,2.0,25.0,214.752,0.9713716286693489
261,0.7,1.2,209.536,25.0,2.0,25.0,216.032,0.969930380684343
262,0.7,1.3,210.404,25.0,2.0,25.0,217.303,0.9682517038421007
263,0.7,1.4,211.22,25.0,2.0,25.0,218.568,0.9663811719922404
264,0.7,1.5,212.008,25.0,2.0,25.0,219.826,0.9644355080836663
265,0.7,1.6,212.856,25.0,2.0,25.0,221.078,0.9628095061471517
266,0.7,1.7,213.764,25.0,2.0,25.0,222.324,0.9614976340835897
267,0.7,1.8,214.756,25.0,2.0,25.0,223.565,0.9605975890680563
268,0.7,1.9,215.864,25.0,2.0,25.0,224.799,0.9602533819100618
269,0.7,2.0,217.068,25.0,2.0,25.0,226.027,0.9603631424564323
270,0.7,2.1,218.252,25.0,2.0,25.0,227.25,0.9604048404840484
271,0.7,2.2,219.46,25.0,2.0,25.0,228.466,0.9605805677868917
272,0.7,2.3,220.62,25.0,2.0,25.0,229.675,0.9605747251551104
273,0.7,2.4,221.76,25.0,2.0,25.0,230.879,0.9605031206822622
274,0.7,2.5,222.868,25.0,2.0,25.0,232.076,0.960323342353367
275,0.7,2.6,223.948,25.0,2.0,25.0,233.266,0.9600541870654103
276,0.7,2.7,225.0,25.0,2.0,25.0,234.45,0.9596928982725528
277,0.7,2.8,226.04,25.0,2.0,25.0,235.628,0.9593087408966676
278,0.7,2.9,227.056,25.0,2.0,25.0,236.798,0.9588594498264343
279,0.7,3.0,228.08,25.0,2.0,25.0,237.962,0.9584723611332903
280,0.7,3.1,229.12,25.0,2.0,25.0,239.12,0.9581799933087989
281,0.7,3.2,230.12,25.0,2.0,25.0,240.27,0.957755857993091
282,0.7,3.3,231.12,25.0,2.0,25.0,241.413,0.9573635222626784
283,0.7,3.4,232.28,25.0,2.0,25.0,242.55,0.9576582148010719
284,0.7,3.5,233.36,25.0,2.0,25.0,243.679,0.9576533061938042
285,0.7,3.6,234.48,25.0,2.0,25.0,244.801,0.9578392245129718
286,0.7,3.7,235.68,25.0,2.0,25.0,245.916,0.9583760308397989
287,0.7,3.8,236.84,25.0,2.0,25.0,247.024,0.9587732366085886
288,0.7,3.9,238.04,25.0,2.0,25.0,248.124,0.9593590301623381
289,0.7,4.0,239.28,25.0,2.0,25.0,249.217,0.9601271181339956
290,0.7,4.1,240.48,25.0,2.0,25.0,250.303,0.9607555642561215
291,0.7,4.2,241.76,25.0,2.0,25.0,251.381,0.96172741774438
292,0.7,4.3,243.0,25.0,2.0,25.0,252.452,0.9625592191782992
293,0.7,4.4,244.28,25.0,2.0,25.0,253.515,0.9635721752164567
294,0.7,4.5,245.52,25.0,2.0,25.0,254.57,0.9644498566209687
295,0.7,4.6,246.8,25.0,2.0,25.0,255.617,0.9655069889717821
296,0.7,4.7,248.12,25.0,2.0,25.0,256.657,0.9667377083032999
297,0.7,4.8,249.44,25.0,2.0,25.0,257.689,0.9679885443305689
298,0.7,4.9,250.76,25.0,2.0,25.0,258.713,0.9692593723546941
299,0.7,5.0,252.12,25.0,2.0,25.0,259.729,0.970704080021869
300,0.6,0.1,66.04,25.0,2.0,25.0,52.829,1.2500709837399915
301,0.6,0.2,97.868,25.0,2.0,25.0,88.777,1.1024026493348502
302,0.6,0.3,108.66,25.0,2.0,25.0,108.336,1.0029906956136465
303,0.6,0.4,113.072,25.0,2.0,25.0,117.453,0.9626999736064639
304,0.6,0.5,115.576,25.0,2.0,25.0,121.655,0.950030824873618
305,0.6,0.6,117.628,25.0,2.0,25.0,123.902,0.9493632064050621
306,0.6,0.7,119.644,25.0,2.0,25.0,125.424,0.9539163158566144
307,0.6,0.8,121.416,25.0,2.0,25.0,126.69,0.9583708264267109
308,0.6,0.9,123.012,25.0,2.0,25.0,127.865,0.9620459077933758
309,0.6,1.0,124.384,25.0,2.0,25.0,129.007,0.9641647352469246
310,0.6,1.1,125.536,25.0,2.0,25.0,130.139,0.9646301262496253
311,0.6,1.2,126.552,25.0,2.0,25.0,131.268,0.9640734984916355
312,0.6,1.3,127.444,25.0,2.0,25.0,132.395,0.9626043279580044
313,0.6,1.4,128.268,25.0,2.0,25.0,133.522,0.9606506792888064
314,0.6,1.5,129.076,25.0,2.0,25.0,134.65,0.9586037875974749
315,0.6,1.6,129.852,25.0,2.0,25.0,135.778,0.9563552269145223
316,0.6,1.7,130.632,25.0,2.0,25.0,136.906,0.9541729361751858
317,0.6,1.8,131.432,25.0,2.0,25.0,138.034,0.9521712041960676
318,0.6,1.9,132.276,25.0,2.0,25.0,139.162,0.950518101205789
319,0.6,2.0,133.196,25.0,2.0,25.0,140.29,0.9494333167011192
320,0.6,2.1,134.16,25.0,2.0,25.0,141.419,0.9486702635430881
321,0.6,2.2,135.208,25.0,2.0,25.0,142.547,0.9485152265568549
322,0.6,2.3,136.272,25.0,2.0,25.0,143.674,0.9484805879978283
323,0.6,2.4,137.376,25.0,2.0,25.0,144.802,0.9487161779533433
324,0.6,2.5,138.44,25.0,2.0,25.0,145.929,0.9486805227199528
325,0.6,2.6,139.508,25.0,2.0,25.0,147.056,0.9486726145141987
326,0.6,2.7,140.552,25.0,2.0,25.0,148.182,0.9485092656328029
327,0.6,2.8,141.596,25.0,2.0,25.0,149.308,0.9483483805288397
328,0.6,2.9,142.62,25.0,2.0,25.0,150.433,0.9480632573969808
329,0.6,3.0,143.636,25.0,2.0,25.0,151.557,0.947735835362273
330,0.6,3.1,144.652,25.0,2.0,25.0,152.68,0.947419439350275
331,0.6,3.2,145.66,25.0,2.0,25.0,153.803,0.9470556491095752
332,0.6,3.3,146.656,25.0,2.0,25.0,154.924,0.9466318969301076
333,0.6,3.4,147.668,25.0,2.0,25.0,156.044,0.9463228320217374
334,0.6,3.5,148.672,25.0,2.0,25.0,157.164,0.9459672698582373
335,0.6,3.6,149.696,25.0,2.0,25.0,158.282,0.9457550447934698
336,0.6,3.7,150.72,25.0,2.0,25.0,159.399,0.9455517286808575
337,0.6,3.8,151.772,25.0,2.0,25.0,160.514,0.9455374609068367
338,0.6,3.9,152.836,25.0,2.0,25.0,161.628,0.9456034845447573
339,0.6,4.0,153.92,25.0,2.0,25.0,162.74,0.9458031215435663
340,0.6,4.1,155.004,25.0,2.0,25.0,163.851,0.9460058223630005
341,0.6,4.2,156.116,25.0,2.0,25.0,164.96,0.9463870029097964
342,0.6,4.3,157.244,25.0,2.0,25.0,166.068,0.9468651395813762
343,0.6,4.4,158.34,25.0,2.0,25.0,167.173,0.9471625202634397
344,0.6,4.5,159.476,25.0,2.0,25.0,168.277,0.9476993290824058
345,0.6,4.6,160.592,25.0,2.0,25.0,169.379,0.9481222583673302
346,0.6,4.7,161.728,25.0,2.0,25.0,170.478,0.948673729161534
347,0.6,4.8,162.856,25.0,2.0,25.0,171.576,0.9491770410780063
348,0.6,4.9,163.984,25.0,2.0,25.0,172.671,0.9496904517840287
349,0.6,5.0,165.128,25.0,2.0,25.0,173.764,0.9503004074491838
350,0.5,0.1,31.956,25.0,2.0,25.0,24.408,1.3092428711897737
351,0.5,0.2,40.536,25.0,2.0,25.0,39.816,1.0180831826401446
352,0.5,0.3,43.496,25.0,2.0,25.0,47.535,0.9150310297675398
353,0.5,0.4,45.356,25.0,2.0,25.0,51.1,0.8875929549902153
354,0.5,0.5,46.88,25.0,2.0,25.0,52.907,0.8860831269964278
355,0.5,0.6,48.376,25.0,2.0,25.0,54.048,0.8950562462995855
356,0.5,0.7,49.912,25.0,2.0,25.0,54.954,0.9082505368126069
357,0.5,0.8,51.384,25.0,2.0,25.0,55.778,0.9212234214206318
